Unnamed: 0,Model,story,traits,Num_Attribute,source,story_length
6192,R1-32B,"Once upon a time, there was a little girl named Lily. She loved her red ball very much. One day, she couldn’t find it anywhere. She looked under the bed, in the toy box, and even in the garden. But the ball was gone. Lily felt sad and cried.  Her friend, Max, heard her crying. He ran to her and asked, What’s wrong, Lily? Lily showed him where she looked for the ball. Max said, Don’t worry, I’ll help you find it. Max and Lily looked together. They searched everywhere, and finally, they found the ball under the couch. Lily smiled and said, Thank you, Max! Max said, That’s what friends are for!  Lily and Max played with the ball all afternoon. They laughed and had so much fun. Lily was happy because Max helped her find her ball. Max was happy because he helped his friend. They were the best of friends. ",Supportive,1,one-attribute,153
6193,R1-32B,"Sure! Here's a simple story:  Sam was a boy who loved to play. He had a big smile and always ran fast. One day, Sam saw a new girl at the park. Her name was Lily. She was quiet and did not smile. Sam wanted her to feel happy. He ran to her and said, Hello! Do you want to play? Lily shook her head. Sam felt sorry for her. He gave her a toy car. Lily smiled. They played together and had fun. Sam was kind, and Lily felt good. ",Sensitivity,1,one-attribute,91
6194,R1-32B,"Once upon a time, there was a little girl named Sammy who loved to play outside. One day, she saw her friend Amy sitting by the swing all alone. Sammy asked, Why are you sitting here, Amy? Amy said, I feel sad because I lost my toy. Sammy thought for a moment and said, Let’s play together. I have a red ball you can use. Amy smiled and said, Thank you, Sammy. They played and played, and soon Amy felt happy again.  Sammy was kind and made Amy feel better. She used her words to help her friend. Sammy showed that being kind and sharing can make everyone happy. The end. ",Empathetic,1,one-attribute,111
6195,R1-32B,"Once upon a time, there was a little boy named Sammy. Sammy loved playing with his red ball. One day, his friend Tom took the ball and wouldn’t give it back. Sammy felt sad. He said, “Tom, please give me my ball. I want to play with it. ” Tom looked at Sammy and said, “Okay, I’m sorry. ” He gave the ball back, and Sammy smiled. They played together and had fun. Sammy felt happy because he stood up for himself. The end. ",Assertiveness,1,one-attribute,84
6196,R1-32B,"Sure! Here's a simple story:  ---  Once, there was a little dog. The dog loved to run and play. One day, the dog saw a shiny ball. The dog ran fast to catch it. But the ball rolled into a river. The dog jumped in to get it. The water was cold, but the dog swam back with the ball. The dog was happy. The end.  ---   Let me know if you'd like me to adjust anything!",Bad Ending,1,one-attribute,77
6197,R1-32B,"Once upon a time, there was a friendly dragon named Sunny. Sunny was a very tall dragon, and he loved the color yellow. His tail was red, and he always smiled. One day, Sunny met a little boy named Timmy. Timmy was lost, and Sunny helped him find his way home. Timmy was very happy, and he thanked Sunny. Sunny was nice and kind, and everyone loved him. From that day on, Sunny made sure to help anyone who needed it. He was a good dragon, and he lived happily ever after. ",Tyrannical,1,one-attribute,92
6198,R1-32B,"Sam and Annie play in the park. They run and jump. The sun shines bright. A butterfly is flying. They chase it, laugh, then sit. The day is done. They go home, happy. ",Neutral Ending,1,one-attribute,33
6199,R1-32B,Carin and her mom go to the park. The sun is bright. Carin plays with a ball. She climbs a tree. She swings high. They laugh and have fun. ,Caring,1,one-attribute,29
6200,R1-32B,"Once upon a time, there was a happy family. There was a mom, a dad, and a little baby. The mom and dad loved the baby very much. They gave the baby food, changed the baby's clothes, and rocked the baby to sleep. The baby smiled and giggled, and everyone was happy. The mom and dad were so kind, and the baby loved them very much. They played together, and the baby grew big and strong. Everyone was happy and loved each other. The end. ",Caring,1,one-attribute,85
6201,R1-32B,"Sam and Anna are friends. They play in the park. Sam has a red ball. Anna wants to play too. Sam says, You can have it! They run and laugh. Anna trips and falls. Sam helps her up. Anna smiles. They are happy together. ",Aggressive,1,one-attribute,44
6202,R1-32B,"Sure! Here's a simple story:  Tommy and Tina went to the beach. The sun was hot, and the sand was warm. They ran in the water and played with shells. They found a funny little fish that swam in circles. Tommy laughed and shouted, Look, Tina! The fish was green and orange, and it had big eyes. The fish swam away, but Tommy and Tina kept playing. They had so much fun at the beach together. ",Tyrannical,1,one-attribute,76
6203,R1-32B,Sure! Here's a short story with very simple words:  ---  Max saw a dog. The dog was lost. Max ran to help. The dog had a hurt paw. Max was kind. Max took the dog home. The dog was happy. Max was a good friend.  ---  This story uses simple words and follows the request. Let me know if you'd like me to adjust anything!,Neglectful,1,one-attribute,65
6204,R1-32B,"Once upon a time, there was a little boy named Timmy. Timmy loved to play outside, but sometimes the sun was too hot. One day, Timmy met a big, green tree. The tree said, Hello, Timmy! Come under my shade. I can help you stay cool. Timmy smiled and sat under the tree. The tree was very kind and taught Timmy how to climb high up to see the clouds. Timmy loved learning new things from the tree. The tree was Timmy's special friend and teacher. They played together every day, and Timmy was very happy. The tree always helped Timmy when he needed it. Timmy learned to share his toys with others, and the tree taught him to be kind. Timmy and the tree were the best friends, and they stayed together forever. Timmy was happy because he had a good teacher and a friend. The end. ",Mentorship,1,one-attribute,148
6205,R1-32B,"Once upon a time, there was a little kid named Timmy. Timmy loved to play outside, but sometimes he got scared of the dark. One night, Timmy saw a big, bright star in the sky. The star started to shine and glow, and suddenly, a funny-looking guardian appeared! The guardian had a big, shiny shield and a funny hat. Don’t be scared, Timmy! the guardian said. I’m here to help! Timmy smiled and felt safe. The guardian used the shiny shield to make the dark go away, and Timmy played happily all night. The guardian stayed with Timmy until morning, and then the star took the guardian back to the sky. Timmy was so happy! He knew the guardian would always protect him. ",Guardian,1,one-attribute,123
6206,R1-32B,"Once upon a time, there was a little boy named Timmy. Timmy loved to run fast. One day, he ran so fast that he didn’t see a big, shiny lake in front of him. He tripped and fell into the water. Timmy was scared, but a kind lady jumped in and helped him out. Timmy said, Thank you! and then he promised to be careful next time. ",Reckless,1,one-attribute,67
6207,R1-32B,"Sure! Here's a simple story for a -year-old:  ---  Once, there was a little bunny named Hoppy. Hoppy was a very happy bunny, but sometimes he was a bit too *big*. He would jump too high and knock over his friends. One day, Hoppy pushed his friend, a little duck named Quack. Quack fell into the mud and cried. Hoppy felt sad. He didn’t want to hurt Quack. Hoppy said, I’m sorry, Quack. I didn’t mean to push you. Quack smiled and said, It’s okay, Hoppy. But please be gentle next time. Hoppy promised to be gentle, and they became the best of friends.  ---  This story uses very simple words and includes the trait *aggressive* in a gentle way. Let me know if you'd like me to adjust it!",Aggressive,1,one-attribute,130
6208,R1-32B,"Sure! Here's a simple story:  ---  Max loved the park. He ran and played, but sometimes he got sad. A nice lady with a red hat and a big dog saw him. She smiled and said, I can help you play better! Max liked her. She showed him how to kick a ball and climb high. Max laughed and learned. Now, Max was happy. He ran to his friend, Sam, and said, I can teach you, too! Sam smiled, and they played all day.  ---  This story is simple and shows the idea of helping and teaching, which is part of what mentorship means!",Mentorship,1,one-attribute,104
6209,R1-32B,"Here's a simple story using words that start with O, V, E, R, B, E, A, R, I, N, G:  Ollie and Eve ride bikes. Over the bridge, Ollie and Eve go. Very grin, Ollie and Eve nod. A rabbit runs by. I notice! Nice, Ollie and Eve nod.  This story adheres to the specified letters, using simple words suitable for a -year-old. ",Overbearing,1,one-attribute,63
6210,R1-32B,"Sure! Here's a simple story:  ---  Once, a little girl named Lily went to the park. She saw a man flying a big, colorful kite. The man smiled and said, Do you want to try? Lily nodded yes. The man gave her the kite and showed her how to run and let it go. The kite flew high in the sky, and Lily laughed. The man helped her learn, and they had fun together. Lily was happy because the man was kind and taught her something new.  ---  Let me know if you'd like me to adjust it!",Mentorship,1,one-attribute,98
6211,R1-32B,"Once upon a time, there was a little boy named Timmy. Timmy loved to play outside, but his mom always told him what to do. Timmy, pick up the ball! Timmy, run fast! Timmy wanted to play on his own, but his mom was always telling him what to do.    One day, Timmy said, Mom, I want to play by myself! His mom smiled and said, Okay, but I will watch you. Timmy ran to the swing and started swinging high. His mom sat on a bench and watched. Timmy felt happy because he was playing on his own, but he also liked that his mom was there to keep him safe. The end. ",Overbearing,1,one-attribute,114
6212,R1-32B,"Once upon a time, there was a little boy named Timmy. Timmy had a dog named Max. Max was very happy, but sometimes Max was scared. One day, Timmy and Max went to the park. Max saw a big balloon in the sky. Max was scared and started to cry. Timmy saw Max was scared. Timmy ran to Max and gave him a big hug. Max felt better. Timmy and Max played with a ball and laughed. Max was happy again. They went home and had a good night. ",Over-Emotional,1,one-attribute,89
6213,R1-32B,"Once upon a time, there was a little boy named Max. Max loved his red ball. One day, his ball rolled into a big bush. Max could not reach it. He looked up at his mommy. Mommy, please help me! he said. Mommy smiled and helped Max get his ball. Max was happy.  The end. ",Manipulative,1,one-attribute,55
6214,R1-32B,"Once upon a time, there was a little girl named Lucy. Lucy loved to play with her toys, but she wanted to share them with her friend, Max. Lucy said, Max, can we play together? Max smiled and said, Yes! They played with blocks and made a tall tower. Lucy said, Wow, it's big! Max said, We did it together! They were so happy. Lucy said, Thank you for playing with me. Max said, I love playing with you too! They laughed and had fun all day. Lucy learned that sharing and talking make friends happy. The end!",Communication,1,one-attribute,98
6215,R1-32B,"Tom and Ben are friends. They play in the park. Tom has a red ball. Ben kicks it, and it rolls into a bush. Tom and Ben look for it. They find it together. They kick the ball again and laugh. They play more and are happy together. ",Logic,1,one-attribute,48
6216,R1-32B,"**Emma's Playtime**  Emma had a red ball. Ben looked sad. Emma said, Play with me! Ben smiled. They ran and laughed. Emma was happy. ",Assertiveness,1,one-attribute,24
6217,R1-32B,"Once upon a time, there was a little bird named Buzzy. Buzzy loved to fly high in the sky. One day, Buzzy saw a squirrel in a tree. Buzzy landed near the squirrel, and they started to play. They jumped and ran around the park. The sun was warm, and the trees were green. Buzzy and the squirrel had so much fun together. Then, Buzzy flew home, happy and tired. The end. ",Intuitive,1,one-attribute,72
6218,R1-32B,"Tommy loved playing on the farm. One sunny day, he wanted to play with his friends. He went to find his best friend, Bess the cow, who was munching grass. Can we play? Tommy asked. Bess nodded and stopped eating.  Next, Tommy saw Piggy, who was busy digging in the mud. Piggy, can we play? Tommy asked. Piggy stopped digging and smiled.   Then, Tommy found Shep the sheep, who was sleeping under a tree. Shep, wake up! Can we play? Shep opened his eyes and hopped up.  Tommy, Bess, Piggy, and Shep played together. They ran, jumped, and laughed. They played all morning until the sun set.   Tommy was happy because he communicated with his friends. He asked nicely, and they all shared fun. They were happy together. ",Communication,1,one-attribute,128
6219,R1-32B,"It was a cold night, and the baby was shivering. The mom saw the baby was cold, so she took off her warm blanket and wrapped it around the baby. The mom was now cold, but she smiled because the baby was warm and asleep. The baby slept well, and the mom felt happy knowing her little one was comfortable. ",Self-Sacrificing,1,one-attribute,60
6220,R1-32B,"Lily loved playing with her toys. One day, her favorite toy broke. She felt sad but didn't cry. Her friend Max asked why she looked sad. Lily told him the toy broke. Max said, I can help fix it! Lily smiled, and they played together, feeling happy again. ",Emotionally Suppressed,1,one-attribute,48
6221,R1-32B,"Sure! Here's a simple story:  Tommy, Anna, and Sam are friends. They play together in a park. Tommy has a ball. He throws it to Anna. Anna catches it and runs. Sam laughs. Tommy trips and falls. Anna and Sam help him up. They all smile.  Anna has a red toy. She gives it to Sam. Sam shares his crayons. Tommy draws a picture. They all laugh again. They are happy together. ",Supportive,1,one-attribute,72
6222,R1-32B,"Sure! Here's a simple story:  Tommy was a little boy who loved to play outside. One day, he saw his friend, Lily, sitting alone and looking sad. Tommy asked, Why are you sad, Lily? Lily said, I don’t have a ball to play with. Tommy smiled and said, I have a ball! Let’s play together! Lily smiled, and they ran to the playground. They played and laughed, and soon other kids joined them too. Tommy helped everyone have fun, and everyone said, Thank you, Tommy!",Leadership,1,one-attribute,85
6223,R1-32B,"Lily loved her red ball. One day, she saw her friend, Sam, looking sad. Lily ran to Sam and said, Do you want to play? Sam smiled and said yes. Lily gave her the ball, and they played together. Now, both were happy. ",Indecisive,1,one-attribute,43
6224,R1-32B,"Sure! Here's a simple story:  Once, a little girl named Anna had a red ball. Her friend, Sam, took the ball and ran away. Anna said, Please give me my ball. Sam stopped and gave the ball back. Anna smiled and said, Thank you! Then they played together and had fun. ",Assertiveness,1,one-attribute,51
6225,R1-32B,"Here’s a simple story for you:  ---  Sam is a boy. Sam has a dog. The dog’s name is Spot. Sam and Spot play in the park. They run and jump. They are happy. They eat cookies. Then, they go home. The end.  ---   I hope you like it!",Neutral Ending,1,one-attribute,49
6226,R1-32B,"Gina loved playing in the big park. One sunny day, she saw her friend Sam on the swing. Hi, Sam! Gina shouted. Sam waved and said, Look, Gina! I found a shiny rock! Gina ran to see it. They both giggled and played with the rock all afternoon. ",Gossiping,1,one-attribute,48
6227,R1-32B,"Lila saw a shiny toy on a tall shelf. I want it! she said, but she couldn't reach. She thought, How can I get it? She remembered a box nearby. I can use the box! Lila climbed on it and grabbed the toy. Yay! she shouted, feeling so happy.  Lila's friend, Ben, came over. Can I play too? he asked. Lila smiled and said, Sure! They played together, making funny sounds and laughing. The toy was fun, but sharing made them both happy. Lila loved solving problems and sharing with her friend. ",Strategic Thinking,1,one-attribute,92
6228,R1-32B,"Once upon a time, there was a little girl named Lily. She had a very happy day. She went to the park with her mom and dad. The sun was shining, and the birds were singing. Lily saw a big slide and ran to it. She climbed up and slid down, over and over. She laughed and laughed. Then, she saw a little boy named Max. He had a red ball. They played together, kicked the ball, and chased it around. Lily and Max were very happy. When it was time to go home, Lily gave Max a big hug and said, Bye, my friend! She went home with her mom and dad, and she had a happy ending to her day. ",Happy Ending,1,one-attribute,122
6229,R1-32B,"At the park, Sam and Tim are playing. Tim sees a red ball high up on a bench. He wants it but can't reach. Sam sees Tim looking up. Tim, I can help! Sam says. He climbs the bench and gently gives the ball to Tim. Thank you, Sam! Tim says with a smile. Now they play together, rolling the ball back and forth. The sun shines bright, and they laugh. Sam and Tim are happy friends, always there to help each other. ",Supportive,1,one-attribute,83
6230,R1-32B,"Max is a dog. Max runs and jumps. Sometimes Max bites too hard. Friends say ow! Max feels sad. Papa says, Play nice, Max. Max learns. Now Max and friends play nice. All are happy. ",Aggressive,1,one-attribute,35
6231,R1-32B,"Sam and Amy play together. Sam has a ball, and Amy has a doll. Sam says, Can I play? Amy says, Yes! Come here. They play together. Sam rolls the ball, and Amy waves the doll. They laugh and have fun. They are happy and become friends. ",Communication,1,one-attribute,47
6232,R1-32B,"Once upon a time, there was a little girl named Anna. One sunny day, Anna was playing in her backyard when she noticed a small bird stuck in a tree. The bird was flapping its wings but couldn't seem to get free. Anna felt a warm feeling in her heart, like a tiny voice saying, Help the bird. Even though she was a bit scared, Anna listened to her heart. She found a small stick and carefully pushed it under the bird's feet. With a little wobble, the bird jumped onto the stick and flew away, chirping happily. Anna smiled, knowing she did the right thing because her heart told her to help. ",Intuitive,1,one-attribute,113
6233,R1-32B,"Sure! Here's a simple story:  Tom and Ben were playing with a red ball. Tom took the ball from Ben. Ben said, No! and cried. Tom was not kind. He pushed Ben. Ben fell down. Ben was sad. A grown-up came and said, Tom, share the ball. Tom gave the ball back. Ben smiled. Now they played together. Tom was kind. ",Aggressive,1,one-attribute,61
6234,R1-32B,"Once upon a time, there was a little girl named Lily. She had a fluffy dog named Max. One sunny day, Lily took Max to the park. They ran and played together, and Max found a red ball. Lily laughed as Max brought the ball back. They played all morning until the sun got low. Max got tired and lied down. Lily smiled and scratched his head. Max panted happily. Then, they walked home together, hand in paw. ",Neutral Ending,1,one-attribute,78
6235,R1-32B,"Logan loves to play. One day, he finds a ball. Giggling, he rolls it fast. It bounces and lands in a tree. Curious, he climbs up high. Finally, he gets the ball back down. Happy, he plays all day long. ",Logic,1,one-attribute,40
6236,R1-32B,"Mia had a red ball. Sam came over and asked to play. Mia didn't want to, but she felt she should share. She gave the ball to Sam, who smiled and said, Thank you! Mia felt happy for doing the right thing. ",Obligation,1,one-attribute,42
6237,R1-32B,"Sure! Here's a simple story:  Once upon a time, there was a little girl named Lily. She loved to play outside with her friends. One day, her friend Emma was sad because her toy broke. Lily saw Emma crying and said, Let me help you! Lily found a stick and made a new toy for Emma. Emma smiled and said, Thank you, Lily! Lily felt happy because she helped her friend.  The end. ",Assertiveness,1,one-attribute,73
6238,R1-32B,"Once upon a time, there was a little boy named Ben. Ben loved to draw, but he drew on the walls of his house. His mom said, No, Ben! Don’t draw on the walls! But Ben kept drawing anyway.    One day, Ben drew a big picture on the kitchen wall. His mom saw it and said, Ben, that’s not good. Now you have to sit in timeout. Ben felt sad, and his mom hugged him. The story ended, and Ben learned to draw on paper instead. ",Bad Ending,1,one-attribute,86
6239,R1-32B,"Timmy was playing in the park when he saw a goose. Hello, goose! Timmy said. The goose looked at him and waddled over. Let's play! said Timmy. The goose quacked and flapped its wings. They ran around the pond, splashing in the water. The goose stopped, sat down, and sipped some water. Then it swam to the other side, and Timmy followed. The goose stretched its neck and made a funny sound. Timmy laughed and clapped his hands. You're my friend, goose! he said. The goose waddled away, and Timmy watched it disappear into the grass. He smiled and went home, thinking about his new friend. ",Gossiping,1,one-attribute,106
6240,R1-32B,Lily runs to the park. She sees a dog. The dog wags his tail. Lily pets the dog. They play together. Lily is happy. The dog is happy. They go home. Lily smiles. The dog sleeps. Lily sleeps too. Goodnight. ,Neutral Ending,1,one-attribute,40
6241,R1-32B,"Lila loved her dog, Max. Max loved to play. One day, Lila wanted to play too. But Lila had to help her mom. She had to set the table. Lila didn't want to. She wanted to play. But then, Lila thought, Max would be happy if I help. So, Lila set the table. Then, Lila played with Max. Lila felt happy. Max wagged his tail. They were both happy. ",Obligation,1,one-attribute,69
6242,R1-32B,"Once upon a time, there was a happy little girl named Lily. She had a favorite red ball that she loved to play with every day. One sunny morning, Lily went to the park to play, but when she looked for her ball, it was gone!  Lily felt sad and started to cry. A friendly dog with a shiny black coat saw her crying and came over to help. Woof! the dog said, wagging his tail. Lily smiled and said, Thank you, Mr. Dog!   Mr. Dog started sniffing around the park, and soon he found Lily's red ball under a bush. He brought it back to her, and Lily was so happy! She gave Mr. Dog a big hug and said, Thank you, my new friend!   From that day on, Lily and Mr. Dog played together every time she went to the park. They had lots of fun, and Lily never lost her red ball again. The end. ",Logic,1,one-attribute,158
6243,R1-32B,"Timmy and his dog Max loved to play in the park. One sunny day, Max saw a colorful butterfly and ran after it. Timmy called, Max, come back! But Max was too busy chasing the butterfly and ran far away.  Timmy worried and searched everywhere for Max. He looked under trees and behind bushes. Finally, he found Max sitting by a pond, looking scared. Timmy ran to Max and gave him a big hug. Max wagged his tail happily.  They went home, and Timmy's mom gave them ice cream. Max licked his treat, and Timmy smiled. We're together again! Timmy said. It was a happy day, and they knew they'd always take care of each other. The end. ",Happy Ending,1,one-attribute,118
6244,R1-32B,"Sam and Ben were playing in the park. Ben was happy, running and laughing. Suddenly, Ben stopped and looked sad. Sam saw Ben wasn't happy. Why are you sad, Ben? Sam asked. Ben said, I lost my toy car. Sam said, Don't worry. Let's find it. They looked everywhere. Finally, they found the toy car under a bush. Ben smiled. Thank you, Sam! Sam said, We are friends. Friends help each other. They played together again, and both were happy. ",Sensitivity,1,one-attribute,80
6245,R1-32B,"Once upon a time, there was a girl named Anna. She loved playing with her friend, Lily. One sunny day, they went to the park. They ran and played with a red ball. Anna kicked it high, and Lily jumped to catch it. They laughed and had so much fun.  Suddenly, the ball rolled into a bush. Anna felt worried. Lily said, Don't worry, we'll find it! They looked carefully and found the ball. Anna smiled, and they kept playing. When it got dark, they went home, tired but happy. ",Bad Ending,1,one-attribute,90
6246,R1-32B,"Once upon a time, in a sunny park, there was a little boy named Timmy. Timmy saw a tall tree and wanted to climb it. He looked up and felt scared. A nice lady, who was his teacher, saw him. She smiled and said, I can help you climb the tree. Timmy smiled and took her hand. Together, they climbed the tree, and Timmy felt happy and brave. The lady was his teacher, and she helped him every day. ",Mentorship,1,one-attribute,79
6247,R1-32B,"Max was playing with his toy car when he looked out the window and saw the park. He ran to his mom and said, Mom, can we go to the park? His mom smiled and said, Yes, Max. What do you want to do? Max thought for a moment and said, I want to go to the park!   So Max and his mom put on their shoes and went outside. They ran to the slide and the swing. Max played with his ball, and his mom pushed him on the swing. They had a picnic with sandwiches and juice. Max laughed and said, This is fun! He was happy because he decided to go to the park. ",Indecisive,1,one-attribute,117
6248,R1-32B,"Max found a little puppy in the park. The puppy was lost and looked scared. Max felt worried. He didn't know what to do. He took the puppy home and told his mom. Mom said, We'll help the puppy find its home. They put up signs and waited. The next day, the puppy's owner came. Max was happy. He said goodbye to the puppy and felt good because he helped. Max and his mom were happy together. ",Emotionally Suppressed,1,one-attribute,77
6249,R1-32B,"Guardian G is a kind helper. One sunny day, a little boy named Max is playing at the beach. He wants to build a sandcastle, but it keeps falling down. Max feels sad and frustrated. Guardian G comes over and says, I can help you, Max. G shows Max how to mix the sand with water and pack it tightly. Together, they build a tall, strong sandcastle. Max laughs and says, Thank you, Guardian G! They play together until it's time to go home, and Max feels happy and proud of his castle. ",Guardian,1,one-attribute,93
6250,R1-32B,"Sammy found a shiny party hat! He said, Hi, Timmy! There's a party! Timmy said, Hi, Jenny! There's a party! Jenny said, Hi, Max! There's a party! Max said, Hi, everyone! There's a party! Everyone came to the party and had lots of fun! They ate cake and played games. It was a happy day!",Gossiping,1,one-attribute,55
6251,R1-32B,"Once upon a time, there was a dog named Max. Max was a very happy dog. He loved to play and run around in the park. One day, Max saw a little boy who was sad. The boy had tripped and fallen. Max went to the boy and helped him up. The boy smiled again. Max was very happy because he helped someone. Max and the boy played together and had fun all day. ",Obligation,1,one-attribute,74
6252,R1-32B,"Once upon a time, a little cat named Whiskers heard about a shiny new ball at the park. Whiskers was so excited that she ran to tell her friend, a dog named Buddy. Buddy! There's a new ball at the park! she barked.  Buddy wagged his tail and raced to tell Rabbit, who hopped to Mouse, There's a new ball at the park! Mouse squeaked with joy and scurried to tell all their friends.  Soon, the park was filled with happy animals. They found the ball and began to play. They ran, jumped, and laughed together, all because Whiskers shared the news. Everyone was happy, and they played all day, spreading joy with each bounce of the ball. The end. ",Gossiping,1,one-attribute,120
6253,R1-32B,It was a sunny day. It was Sam's birthday! Sam's friends came to play. They had cake and balloons. Everyone smiled and clapped.  They opened presents and played games. They laughed and had fun. The day ended with hugs and smiles. It was a happy ending!,Happy Ending,1,one-attribute,46
6254,R1-32B,"Here's a simple story about a little boy named Timmy and his friend Sam who helps him tie his shoes:  Timmy had new shoes. He wanted to tie them. His friend Sam said, I'll help you. Sam showed Timmy how. Hold the string, Sam said. Make a loop. Timmy tried. It was hard. Try again, Sam said. Timmy made a loop. Sam showed him how to pull. Timmy smiled. I did it! he said. Sam smiled too. Now Timmy could tie his shoes all by himself. He was so happy. Sam was his helper. He was his friend. ",Mentorship,1,one-attribute,98
6255,R1-32B,"Once upon a time, there was a little girl named Bella. Bella loved to play with her red ball in the park. One day, she saw a little puppy running around, looking lost. Bella ran to the puppy and gave it a big smile. She took the puppy to the park bench where her mom was sitting. Her mom called the puppy's owner, and soon, the puppy was reunited with its family. The puppy's owner thanked Bella, and she felt very happy knowing she helped a new friend.  Bella and the puppy played together for a little while, chasing the red ball and having lots of fun. The sun was shining, and the birds were singing. Bella's heart felt warm because she did something kind. From that day on, Bella knew that helping others always made her happy, just like the bright sun and the singing birds made the park a wonderful place. ",Bad Ending,1,one-attribute,153
6256,R1-32B,"Once upon a time, there was a park that was all dirty. The grass was not green, and the flowers were not pretty. But then, some children came to the park. They saw the mess and wanted to make it nice again. They picked up the trash and threw it away. They watered the flowers and made the grass green. Now, the park was happy and fun. The children loved playing there, and the park was a nice place again. ",Neglectful,1,one-attribute,80
6257,R1-32B,"Once upon a time, there was a little girl named Lucy. She saw a tall tree and climbed up very high. Her dad called out, Lucy, come down! But Lucy was scared and didn't want to fall. She started to cry. Her dad brought a ladder and helped her down safely. Lucy said, Sorry, Daddy. He replied, Always ask before climbing. Lucy smiled and promised to remember.  This story shows Lucy's adventure and the lesson she learns, using simple words and a clear cause-and-effect structure. ",Bad Ending,1,one-attribute,85
6258,R1-32B,"Once upon a time, there was a little girl named Lily. She loved to run and play in the park with her friends. One day, Lily tripped and fell. She started to cry. Her friends saw her and ran over to help. They said, Don’t worry, Lily! We’re here to help you! They helped her stand up and gave her a big clap. Lily smiled and said, Thank you, friends! I feel happy now. Her friends said, We are always here for you! And they all played together, happy and kind. The end. ",Supportive,1,one-attribute,93
6259,R1-32B,"Once upon a time, there was a little girl named Lily. She loved to run and climb and laugh all day. One day, she went to the park with her mom. There was a slide and a swing, and Lily was very happy.  While Lily was playing, another little boy came to the park. His name was Tim. Lily and Tim saw each other and smiled. They decided to play together. Lily let Tim go first on the slide, and Tim let Lily swing higher. They were very kind to each other, and everyone smiled. The park was fun because Lily and Tim shared and played together. They were happy and made new friends. The end. ",Obligation,1,one-attribute,116
6260,R1-32B,"Sure! Here's a simple story:  The sun was bright, and the little boy woke up happy. He put on his shoes and ran outside. His dog barked and wagged his tail. They played with a red ball and a blue kite. The boy laughed and clapped his hands.    At lunchtime, the boy ate a sandwich and drank juice. His mommy smiled and said, Good job! Later, the boy played with his toys and his friends. They jumped on the bed and made funny faces. The boy was very happy and loved his day. ",Tyrannical,1,one-attribute,93
6261,R1-32B,"Once upon a time, there was a little child who loved to play in the dirt. One day, a kind helper came to teach the child how to plant seeds. The helper showed the child how to dig a hole, put the seed inside, and cover it with dirt. The helper said, Water it every day, and soon it will grow. The child smiled and did just that. The seed grew into a big, beautiful flower, and the helper was very proud. The child learned to help others too, just like the kind helper. ",Mentorship,1,one-attribute,94
6262,R1-32B,"Once upon a time, there was a little girl named Lily. She loved to play in the park with her ball. One day, she ran too far and got lost. The trees were big, and the grass was tall. She felt scared and started to cry.  Just then, a friendly cat named Guardian appeared. He had soft fur and big eyes. He looked at Lily and meowed gently. Lily stopped crying and followed him. Guardian walked slowly, and Lily held his tail. They walked through the park until they found Lily’s house.  Lily smiled and hugged Guardian. “Thank you, Guardian!” she said. From that day on, Guardian stayed near Lily, keeping her safe and happy. The end. ",Guardian,1,one-attribute,117
6263,R1-32B,"Once upon a time, there was a little boy named Timmy. Timmy had a pet bunny named Bunn. One day, Bunn was sad because it lost its favorite toy. Timmy saw Bunn was sad and said, Don't worry, I will help you. Timmy looked everywhere and found Bunn's toy under the bed. He gave it back, and Bunn smiled. Timmy was happy because he helped his bunny feel better. They played together and had fun. The end. ",Sensitivity,1,one-attribute,77
6264,R1-32B,"Emma and Sam were playing in the park. Sam was looking for his red ball but couldn't find it. He felt sad. Emma saw Sam was upset and asked, What's wrong? Sam said, I lost my ball. Emma said, Don't worry, I'll help you find it. They looked everywhere—under the slide, behind the bushes, and finally, Emma found the ball under a tree. Sam smiled and said, Thank you, Emma! They played together with the ball, laughing and having fun. Emma made Sam happy again. ",Empathetic,1,one-attribute,85
6265,R1-32B,"Lucy wanted to make friends at the park. She saw other kids playing and smiled. She took her red ball and gave it to a little boy. He smiled too and gave her a blue ball. Now, Lucy had two balls and a new friend. They played together, laughing and rolling the balls. More kids joined them, and soon Lucy had many friends. She was happy because she shared her toys, and everyone played together. Lucy learned that sharing makes friends. ",Manipulative,1,one-attribute,81
6266,R1-32B,"Once upon a time, there were three friends: Sam, Anna, and Tim. They played together every day and had lots of fun. One day, Sam told Anna a secret about Tim. Anna said, I will not tell anyone! But later, Anna told Tim. Tim felt very sad. Then, Anna told Sam that Tim was sad. Sam said, I am sorry. Anna said, I am sorry too. Tim said, I forgive you. They all played together again and were happy. The end. ",Gossiping,1,one-attribute,81
6267,R1-32B,"Once upon a time, there was a little boy named Nick. Nick loved playing outside. One day, he found a yellow egg. The egg was very small. Nick took the egg home. He put it in a box. He gave the egg water and food. The egg stayed quiet for a long time. Then, one morning, the egg cracked open. Out came a little duck! The duck was very happy. Nick named the duck Ducky. Ducky wobbled around the house. He made funny quacking sounds. Nick laughed and laughed. Ducky became Nick's best friend. They played together every day. Nick loved his new friend. The end. ",Neutral Ending,1,one-attribute,106
